imagen,rotacion,traslacion
0708.jpg,"[[ 0.8637742   0.38457705 -0.32556815  0.        ]
 [-0.26570367  0.89663019  0.35419749  0.        ]
 [ 0.42813046 -0.219442    0.87666956  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   20]
 [   0    1    0  367]
 [   0    0    1 3484]
 [   0    0    0    1]]"
0709.jpg,"[[ 0.58340399  0.071633    0.80901699  0.        ]
 [-0.74555226  0.44235656  0.49847016  0.        ]
 [-0.32216706 -0.89397393  0.31147873  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -987]
 [   0    1    0 -272]
 [   0    0    1 4774]
 [   0    0    0    1]]"
0710.jpg,"[[ 0.74232866  0.42858365  0.51503807  0.        ]
 [-0.26465091  0.89371782 -0.36225455  0.        ]
 [-0.61555508  0.13260664  0.7768574   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -657]
 [   0    1    0  441]
 [   0    0    1 4590]
 [   0    0    0    1]]"
0711.jpg,"[[ 0.8236391   0.47552826 -0.30901699  0.        ]
 [-0.37831605  0.8666427   0.32528049  0.        ]
 [ 0.42248739 -0.15100764  0.89370079  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -850]
 [   0    1    0 -133]
 [   0    0    1 4305]
 [   0    0    0    1]]"
0712.jpg,"[[ 0.66283155  0.30908343 -0.68199836  0.        ]
 [-0.56819406  0.80082799 -0.18928827  0.        ]
 [ 0.48765751  0.51297365  0.70643343  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1106]
 [    0     1     0   338]
 [    0     0     1  2635]
 [    0     0     0     1]]"
0713.jpg,"[[ 0.88241715  0.39287743 -0.25881905  0.        ]
 [-0.21963655  0.83051572  0.5118627   0.        ]
 [ 0.41605259 -0.3948303   0.81915156  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -616]
 [   0    1    0  418]
 [   0    0    1 2111]
 [   0    0    0    1]]"
0714.jpg,"[[ 0.78693081 -0.61481773  0.05233596  0.        ]
 [ 0.51847548  0.7048309   0.48414521  0.        ]
 [-0.33454906 -0.35385387  0.87342107  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  427]
 [   0    1    0  547]
 [   0    0    1 4903]
 [   0    0    0    1]]"
0715.jpg,"[[ 0.71067293 -0.21727452  0.66913061  0.        ]
 [ 0.38887341  0.91392702 -0.11625346  0.        ]
 [-0.58627763  0.34282529  0.73399548  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  278]
 [   0    1    0  708]
 [   0    0    1 4128]
 [   0    0    0    1]]"
0716.jpg,"[[ 0.62022311  0.38755842  0.68199836  0.        ]
 [-0.63054086  0.76350792  0.13954887  0.        ]
 [-0.46662781 -0.51657926  0.71791667  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   70]
 [   0    1    0 -211]
 [   0    0    1 3817]
 [   0    0    0    1]]"
0717.jpg,"[[ 0.96577871 -0.01685773  0.25881905  0.        ]
 [-0.07210795  0.94109441  0.33036609  0.        ]
 [-0.24914238 -0.33772345  0.90767337  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -372]
 [   0    1    0 -278]
 [   0    0    1 3329]
 [   0    0    0    1]]"
0718.jpg,"[[ 0.59933975  0.26684325  0.75470958  0.        ]
 [-0.39464193  0.91876365 -0.01144981  0.        ]
 [-0.69645503 -0.29097772  0.65595911  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -495]
 [   0    1    0  702]
 [   0    0    1 3860]
 [   0    0    0    1]]"
0719.jpg,"[[ 0.62040709 -0.25066074 -0.74314483  0.        ]
 [-0.18266537  0.87530911 -0.44773577  0.        ]
 [ 0.76271122  0.41352527  0.49726095  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  103]
 [   0    1    0  479]
 [   0    0    1 2243]
 [   0    0    0    1]]"
0720.jpg,"[[ 0.90420391 -0.31134237  0.2923717   0.        ]
 [ 0.02730228  0.72528413  0.68790807  0.        ]
 [-0.42622749 -0.61402676  0.6643051   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  101]
 [   0    1    0 -283]
 [   0    0    1 4409]
 [   0    0    0    1]]"
0721.jpg,"[[ 0.62157241 -0.76757801  0.15643447  0.        ]
 [ 0.43555443  0.50462319  0.74541785  0.        ]
 [-0.65110681 -0.39519545  0.64798185  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -437]
 [   0    1    0  320]
 [   0    0    1 3886]
 [   0    0    0    1]]"
0722.jpg,"[[ 0.79115357  0.35224427 -0.5         0.        ]
 [-0.35676275  0.92979874  0.0905243   0.        ]
 [ 0.49678604  0.10676275  0.86128123  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  778]
 [   0    1    0  326]
 [   0    0    1 3775]
 [   0    0    0    1]]"
0723.jpg,"[[ 0.78488557  0.45315389  0.42261826  0.        ]
 [-0.31724556  0.87974564 -0.35412266  0.        ]
 [-0.53226864  0.143872    0.83426072  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -126]
 [   0    1    0 -112]
 [   0    0    1 3940]
 [   0    0    0    1]]"
0724.jpg,"[[ 0.49591124  0.61239937 -0.61566148  0.        ]
 [-0.8564673   0.46193426 -0.23039205  0.        ]
 [ 0.14330318  0.64154793  0.75357843  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -609]
 [   0    1    0 -310]
 [   0    0    1 2202]
 [   0    0    0    1]]"
0725.jpg,"[[ 0.32412396 -0.53943286 -0.77714596  0.        ]
 [ 0.94469163  0.22799301  0.23574757  0.        ]
 [ 0.05001386 -0.81057472  0.58349571  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  196]
 [   0    1    0  255]
 [   0    0    1 4218]
 [   0    0    0    1]]"
0726.jpg,"[[ 0.51119906  0.85077811  0.12186934  0.        ]
 [-0.5659844   0.22653026  0.7926826   0.        ]
 [ 0.64678991 -0.47419475  0.59732919  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -931]
 [   0    1    0 -498]
 [   0    0    1 2229]
 [   0    0    0    1]]"
0727.jpg,"[[ 0.59851822  0.7942605   0.10452846  0.        ]
 [-0.48772615  0.25775961  0.83407624  0.        ]
 [ 0.6355306  -0.55019109  0.54165545  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -892]
 [   0    1    0  566]
 [   0    0    1 4431]
 [   0    0    0    1]]"
0728.jpg,"[[ 0.67620958  0.67620958 -0.2923717   0.        ]
 [-0.7316742   0.57011625 -0.37365804  0.        ]
 [-0.08598528  0.46659198  0.88028317  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -561]
 [   0    1    0   28]
 [   0    0    1 3122]
 [   0    0    0    1]]"
0729.jpg,"[[ 0.76222058  0.47628828 -0.43837115  0.        ]
 [-0.01071872  0.68640588  0.72713966  0.        ]
 [ 0.64722863 -0.54954203  0.52829789  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -997]
 [   0    1    0   27]
 [   0    0    1 4565]
 [   0    0    0    1]]"
0730.jpg,"[[ 0.63302222  0.1116189  -0.76604444  0.        ]
 [-0.52758699  0.78635742 -0.3213938   0.        ]
 [ 0.56651111  0.6076045   0.5566704   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  611]
 [   0    1    0  603]
 [   0    0    1 2016]
 [   0    0    0    1]]"
0731.jpg,"[[ 0.51585616 -0.68456424  0.51503807  0.        ]
 [ 0.63451159  0.70924939  0.30718129  0.        ]
 [-0.57557577  0.16833627  0.80023461  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1160]
 [    0     1     0   344]
 [    0     0     1  4766]
 [    0     0     0     1]]"
0732.jpg,"[[ 0.80670728  0.56486252 -0.17364818  0.        ]
 [-0.59056489  0.75996586 -0.27144981  0.        ]
 [-0.02136513  0.32153105  0.94665797  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  168]
 [   0    1    0  329]
 [   0    0    1 4567]
 [   0    0    0    1]]"
0733.jpg,"[[ 0.6133187  -0.78501213 -0.08715574  0.        ]
 [ 0.53761167  0.3340742   0.77418869  0.        ]
 [-0.57863103 -0.52168034  0.62692564  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   11]
 [   0    1    0  260]
 [   0    0    1 3669]
 [   0    0    0    1]]"
0734.jpg,"[[ 0.99391606 -0.03470831  0.10452846  0.        ]
 [-0.00677495  0.9279856   0.37255446  0.        ]
 [-0.10993165 -0.37099604  0.92210464  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -395]
 [   0    1    0  249]
 [   0    0    1 4017]
 [   0    0    0    1]]"
0735.jpg,"[[ 0.58458669  0.62689248 -0.51503807  0.        ]
 [-0.77853727  0.25477878 -0.57355688  0.        ]
 [-0.22833772  0.73627006  0.63699944  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -746]
 [   0    1    0 -362]
 [   0    0    1 4395]
 [   0    0    0    1]]"
0736.jpg,"[[ 0.7106239   0.42698592 -0.5591929   0.        ]
 [-0.18277517  0.87953883  0.43932298  0.        ]
 [ 0.6794166  -0.20998683  0.70306374  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  669]
 [   0    1    0 -404]
 [   0    0    1 2400]
 [   0    0    0    1]]"
0737.jpg,"[[ 0.64407603 -0.26022361  0.7193398   0.        ]
 [ 0.74630879  0.42015228 -0.51623177  0.        ]
 [-0.16789656  0.86934213  0.46481718  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -436]
 [   0    1    0 -180]
 [   0    0    1 3197]
 [   0    0    0    1]]"
0738.jpg,"[[ 0.94873979  0.06634235 -0.30901699  0.        ]
 [-0.214543    0.85313784 -0.47552826  0.        ]
 [ 0.23208643  0.51745001  0.8236391   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -977]
 [   0    1    0 -257]
 [   0    0    1 2344]
 [   0    0    0    1]]"
0739.jpg,"[[ 0.61107243  0.78213704 -0.12186934  0.        ]
 [-0.53415854  0.29381788 -0.7926826   0.        ]
 [-0.58417903  0.54948403  0.59732919  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1226]
 [    0     1     0   -67]
 [    0     0     1  3239]
 [    0     0     0     1]]"
0740.jpg,"[[ 0.51106035 -0.26039825 -0.81915204  0.        ]
 [ 0.85732601  0.22285739  0.46403308  0.        ]
 [ 0.06172068 -0.93942926  0.33713977  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -301]
 [   0    1    0  696]
 [   0    0    1 4472]
 [   0    0    0    1]]"
0741.jpg,"[[ 0.95646814 -0.18591857  0.22495105  0.        ]
 [ 0.22625483  0.95926061 -0.16919759  0.        ]
 [-0.18432971  0.21272836  0.95956719  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   92]
 [   0    1    0 -428]
 [   0    0    1 3710]
 [   0    0    0    1]]"
0742.jpg,"[[ 0.58206497 -0.0818039   0.80901699  0.        ]
 [ 0.15313379  0.98815222 -0.01025827  0.        ]
 [-0.79859277  0.12985882  0.58769573  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  823]
 [   0    1    0 -179]
 [   0    0    1 3653]
 [   0    0    0    1]]"
0743.jpg,"[[ 0.79762311  0.25916346  0.54463904  0.        ]
 [ 0.10660901  0.82818798 -0.5502174   0.        ]
 [-0.59365975  0.49692954  0.63295271  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -228]
 [   0    1    0  377]
 [   0    0    1 2343]
 [   0    0    0    1]]"
0744.jpg,"[[ 0.74171958 -0.46347783  0.48480962  0.        ]
 [ 0.52991926  0.8480481   0.          0.        ]
 [-0.41114188  0.25690996  0.87461971  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -474]
 [   0    1    0  257]
 [   0    0    1 3332]
 [   0    0    0    1]]"
0745.jpg,"[[ 0.55887571 -0.12902662  0.81915204  0.        ]
 [-0.10479634  0.96891205  0.22411417  0.        ]
 [-0.82260298 -0.2110961   0.52797989  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -531]
 [   0    1    0  204]
 [   0    0    1 3555]
 [   0    0    0    1]]"
0746.jpg,"[[ 0.6782623  -0.07128824  0.7313537   0.        ]
 [ 0.66693503  0.47754136 -0.57197195  0.        ]
 [-0.30847677  0.87571241  0.37144293  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -631]
 [   0    1    0  729]
 [   0    0    1 4202]
 [   0    0    0    1]]"
0747.jpg,"[[ 0.70962937  0.17693047 -0.68199836  0.        ]
 [ 0.30796292  0.79270816  0.52609183  0.        ]
 [ 0.63370734 -0.58336042  0.50804097  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  163]
 [   0    1    0   92]
 [   0    0    1 2282]
 [   0    0    0    1]]"
0748.jpg,"[[ 0.79086324 -0.5959582   0.1391731   0.        ]
 [ 0.47247338  0.73910829  0.48009149  0.        ]
 [-0.38897845 -0.31393113  0.86610797  0.        ]
 [ 0.          0.          0.          1.        ]]","[[    1     0     0 -1047]
 [    0     1     0   400]
 [    0     0     1  2722]
 [    0     0     0     1]]"
0749.jpg,"[[ 0.63926635 -0.0671896   0.76604444  0.        ]
 [-0.2653728   0.91570292  0.3017705   0.        ]
 [-0.72174497 -0.39619909  0.56754777  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -161]
 [   0    1    0  635]
 [   0    0    1 2788]
 [   0    0    0    1]]"
0750.jpg,"[[ 0.78396233 -0.15238684  0.60181502  0.        ]
 [ 0.59008796  0.48408517 -0.6461097   0.        ]
 [-0.19287111  0.86164947  0.46942617  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -651]
 [   0    1    0  250]
 [   0    0    1 3753]
 [   0    0    0    1]]"
0751.jpg,"[[ 0.48063085  0.36218132  0.79863551  0.        ]
 [-0.06630581  0.92312715 -0.37873447  0.        ]
 [-0.87441268  0.12907729  0.46769811  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -292]
 [   0    1    0  339]
 [   0    0    1 4046]
 [   0    0    0    1]]"
0752.jpg,"[[ 0.8596699  -0.34732919 -0.37460659  0.        ]
 [ 0.50567304  0.47443874  0.72055719  0.        ]
 [-0.07254266 -0.80886978  0.58349571  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -759]
 [   0    1    0  545]
 [   0    0    1 3916]
 [   0    0    0    1]]"
0753.jpg,"[[ 0.69975454  0.60828734 -0.37460659  0.        ]
 [-0.67820313  0.73041794 -0.0808094   0.        ]
 [ 0.22446404  0.31060611  0.92365564  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -370]
 [   0    1    0  752]
 [   0    0    1 3667]
 [   0    0    0    1]]"
0754.jpg,"[[ 0.48427526 -0.27959645 -0.82903757  0.        ]
 [-0.07847845  0.92986149 -0.35944227  0.        ]
 [ 0.87138889  0.23913059  0.42836662  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -981]
 [   0    1    0 -470]
 [   0    0    1 4251]
 [   0    0    0    1]]"
0755.jpg,"[[ 0.844145    0.50721349 -0.17364818  0.        ]
 [-0.21703779  0.61948803  0.75440651  0.        ]
 [ 0.49021812 -0.59914027  0.63302222  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  992]
 [   0    1    0   96]
 [   0    0    1 3219]
 [   0    0    0    1]]"
0756.jpg,"[[ 0.48255025  0.49969541 -0.7193398   0.        ]
 [-0.79518261  0.59425074 -0.12062616  0.        ]
 [ 0.36719187  0.63021468  0.68410495  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  867]
 [   0    1    0  791]
 [   0    0    1 3067]
 [   0    0    0    1]]"
0757.jpg,"[[ 0.61481773 -0.78693081 -0.05233596  0.        ]
 [ 0.64872459  0.46686948  0.60099026  0.        ]
 [-0.44850369 -0.40345109  0.79754101  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  -93]
 [   0    1    0 -321]
 [   0    0    1 3537]
 [   0    0    0    1]]"
0758.jpg,"[[ 0.38511795  0.59302965 -0.70710678  0.        ]
 [-0.89798371  0.06407591 -0.4353384   0.        ]
 [-0.21286007  0.80262701  0.55720775  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -706]
 [   0    1    0  648]
 [   0    0    1 3202]
 [   0    0    0    1]]"
0759.jpg,"[[ 0.49847016  0.68608532  0.52991926  0.        ]
 [-0.86678948  0.38438602  0.31768441  0.        ]
 [ 0.01426505 -0.61768464  0.7862965   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -698]
 [   0    1    0 -146]
 [   0    0    1 3186]
 [   0    0    0    1]]"
0760.jpg,"[[ 0.77079083  0.16383665 -0.61566148  0.        ]
 [-0.23914388  0.97010791 -0.0412413   0.        ]
 [ 0.59050123  0.17902008  0.78693081  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0   70]
 [   0    1    0 -226]
 [   0    0    1 4722]
 [   0    0    0    1]]"
0761.jpg,"[[ 0.62914877 -0.34874286  0.69465837  0.        ]
 [-0.1934548   0.7953214   0.57449031  0.        ]
 [-0.75282606 -0.49582486  0.4329095   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  201]
 [   0    1    0  681]
 [   0    0    1 2360]
 [   0    0    0    1]]"
0762.jpg,"[[ 0.7030223   0.6555789   0.27563736  0.        ]
 [-0.60001361  0.75483777 -0.26495963  0.        ]
 [-0.38176343  0.02088637  0.92402405  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -391]
 [   0    1    0  700]
 [   0    0    1 4511]
 [   0    0    0    1]]"
0763.jpg,"[[ 0.84710067 -0.18005681  0.5         0.        ]
 [ 0.34181828  0.90501345 -0.25320132  0.        ]
 [-0.40691611  0.38539615  0.82818421  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -323]
 [   0    1    0 -185]
 [   0    0    1 2629]
 [   0    0    0    1]]"
0764.jpg,"[[ 0.64925457 -0.16187734 -0.74314483  0.        ]
 [ 0.61175972  0.69170043  0.38379755  0.        ]
 [ 0.45190547 -0.70380838  0.5481197   0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -708]
 [   0    1    0  267]
 [   0    0    1 2845]
 [   0    0    0    1]]"
0765.jpg,"[[ 0.57380216 -0.31806373 -0.75470958  0.        ]
 [ 0.78443457  0.47830398  0.39482618  0.        ]
 [ 0.23540071 -0.8185724   0.52395204  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -347]
 [   0    1    0  359]
 [   0    0    1 3480]
 [   0    0    0    1]]"
0766.jpg,"[[ 0.98480775  0.          0.17364818  0.        ]
 [-0.01513444  0.9961947   0.08583165  0.        ]
 [-0.17298739 -0.08715574  0.98106026  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0 -289]
 [   0    1    0  726]
 [   0    0    1 2186]
 [   0    0    0    1]]"
0767.jpg,"[[ 0.58621809 -0.58621809 -0.5591929   0.        ]
 [ 0.70311866  0.02525517  0.7106239   0.        ]
 [-0.40245807 -0.80975955  0.42698592  0.        ]
 [ 0.          0.          0.          1.        ]]","[[   1    0    0  727]
 [   0    1    0 -317]
 [   0    0    1 2869]
 [   0    0    0    1]]"
